"Identifier","Organisation_Name","Sub_building_Name","Building_Name","Building_Number","Primary_Thorfare","Alt_Thorfare","Secondary_Thorfare","Locality","Townland","Town","County","Postcode","x_coordinates","y_coordinates"
368355,NA,NA,NA,"85","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SW",268325,423293
368356,NA,NA,NA,"49","JANES VALLEY",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490EH",268581,422293
368358,NA,NA,NA,"18","BRANSON PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TB",268751,422073
368359,NA,NA,NA,"112","EDENMORE ROAD",NA,NA,NA,"BALLYMULLY","LIMAVADY","LONDONDERRY","BT490NH",269910,419292
368363,NA,NA,NA,"12","KILLANE ROAD",NA,NA,NA,"KILLANE","LIMAVADY","LONDONDERRY","BT490DN",267530,423525
368365,NA,NA,NA,"17","BRANSON PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TB",268698,422070
368367,NA,"FLAT 26","BENEVENAGH FOLD","102","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EF",267390,422968
368368,NA,"FLAT 23","BENEVENAGH FOLD","102","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EF",267390,422968
368370,NA,NA,NA,"12","MCCURRY WALK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490GD",268597,422445
368373,NA,NA,NA,"8","ROSENDALE AVENUE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490AE",268845,421812
368374,NA,NA,NA,"127","BALLYQUIN ROAD",NA,NA,NA,"TERRYDREMONT NORTH","LIMAVADY","LONDONDERRY","BT499EZ",268709,419416
368376,NA,NA,NA,"24","ANNADALE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BW",267122,422755
368377,NA,NA,NA,"26","GORTEEN CRESCENT",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EW",267421,421805
368380,NA,NA,NA,"81","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490TN",268444,421769
368384,NA,NA,NA,"12","WOODLAND WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EP",267634,421784
368385,NA,NA,NA,"48","KILLANE ROAD",NA,NA,NA,"KILLANE","LIMAVADY","LONDONDERRY","BT490DN",267755,423687
368386,NA,NA,NA,"125","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QQ",268265,421449
368387,NA,NA,NA,"20","HIGHLANDS ROAD",NA,NA,NA,"TERRYDRUM","LIMAVADY","LONDONDERRY","BT499LE",266292,419808
368388,NA,NA,NA,"48","LOWRY PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490NX",268463,421582
368390,NA,NA,NA,"60","DRUMRANE ROAD",NA,NA,NA,"DRUMRANE","LIMAVADY","LONDONDERRY","BT499LB",266541,420821
368401,NA,NA,NA,"183","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268548,421506
368409,NA,NA,NA,"8","BRANSON PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490TB",268804,422137
368418,NA,NA,NA,"9","DAIRYVALE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490DZ",268785,422301
368429,NA,NA,NA,"1","ANDERSON CRESCENT",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RQ",268531,422127
368612,NA,NA,NA,"49","BEECH ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PR",271923,417232
368635,NA,NA,NA,"25A","NEW LINE ROAD",NA,NA,NA,"MAGHERAMORE","LIMAVADY","LONDONDERRY","BT499NF",263924,417426
368655,NA,NA,NA,"23","NEW LINE ROAD",NA,NA,NA,"MAGHERAMORE","LIMAVADY","LONDONDERRY","BT499NF",263818,417525
368683,NA,NA,NA,"4","RUSHIE PARK","P핱RC NA LUACHRA",NA,NA,"DRUMSURN UPPER","LIMAVADY","LONDONDERRY","BT490LS",272076,417299
368793,NA,NA,NA,"319","SEACOAST ROAD",NA,NA,NA,"BALLYMULTIMBER","LIMAVADY","LONDONDERRY","BT490LA",267243,431976
369090,NA,NA,NA,"3","THORNDALE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490ST",268013,421955
374560,NA,NA,NA,"30","BETTS ROAD",NA,NA,NA,"MAINE NORTH","LIMAVADY","LONDONDERRY","BT490PW",270777,416611
374578,NA,"UNIT B 9",NA,"89","DOWLAND ROAD",NA,NA,"FRUITHILL","GRANNAGH","LIMAVADY","LONDONDERRY","BT490HR",267633,425350
374870,NA,"4",NA,"40D","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",266992,423222
375666,NA,NA,NA,"17","DRUMALIEF ROAD",NA,NA,NA,"CARRYDOO","LIMAVADY","LONDONDERRY","BT490QS",271577,425282
375681,NA,NA,NA,"29","DRUMACHOSE MEWS",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490UJ",267819,422514
375682,NA,NA,NA,"10","KNOCKANBAAN",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UL",268685,422902
375902,NA,NA,NA,"62","SHANREAGH PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SE",268255,422845
376016,NA,NA,NA,"125","DOWLAND ROAD",NA,NA,"FRUITHILL","DOWLAND","LIMAVADY","LONDONDERRY","BT490HT",267472,426706
376027,NA,NA,NA,"21","POLLYS BRAE ROAD",NA,NA,NA,"LARGY","LIMAVADY","LONDONDERRY","BT499LL",267101,418191
376075,NA,NA,NA,"75","WOODLAND WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499DQ",267202,421780
376081,NA,NA,NA,"2A","GLENVIEW DRIVE",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RZ",267571,422071
376111,NA,NA,NA,"11","GLENSIDE BRAE",NA,NA,NA,"DEER PARK","LIMAVADY","LONDONDERRY","BT490RY",267878,421639
376152,NA,NA,NA,"185","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AR",267359,422307
376157,NA,"FLAT 1",NA,"6","LINENHALL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",266988,423031
376284,NA,NA,NA,"20","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AE",267166,423018
376497,NA,NA,NA,"33","POLLYS BRAE ROAD",NA,NA,NA,"LARGY","LIMAVADY","LONDONDERRY","BT499LL",267001,418147
376540,NA,NA,NA,"21","BENBRADAGH AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AP",267323,422511
376541,NA,NA,NA,"26","GLENMORE GARDENS",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RT",267735,422092
376542,NA,NA,NA,"136","DRUMSURN ROAD",NA,NA,NA,"ARDMORE","LIMAVADY","LONDONDERRY","BT490PD",270570,421153
376632,NA,NA,NA,"12","RATHMORE ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DF",267877,423350
376712,NA,NA,NA,"38","COOLESSAN WALK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499EN",267585,421766
376729,NA,NA,NA,"8","ANDERSON PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RH",268297,422358
376758,NA,NA,NA,"23","DROMORE AVENUE",NA,NA,NA,"DROMORE","LIMAVADY","LONDONDERRY","BT499LX",265176,420210
376772,NA,NA,NA,"126","ROE MILL ROAD",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BG",267134,422302
376783,NA,NA,NA,"9","EDENMORE PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RG",268374,422315
376791,NA,NA,NA,"67","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AT",267197,422182
376792,NA,NA,NA,"80","SCROGGY ROAD",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NB",267983,422041
377677,NA,NA,NA,"15","BALLYLEAGRY ROAD",NA,NA,NA,"TERRYDREMONT SOUTH","LIMAVADY","LONDONDERRY","BT490NJ",269377,418569
377825,NA,NA,NA,"42","LILAC AVENUE",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490HS",268020,425146
377892,"GORTEEN HOUSE HOTEL",NA,NA,"187","ROE MILL ROAD",NA,NA,NA,"DEER PARK","LIMAVADY","LONDONDERRY","BT499EX",267625,421489
378050,"WILDWOOD PINE CO.",NA,NA,"8C","BALLYCLOSE STREET",NA,NA,NA,"KILLANE","LIMAVADY","LONDONDERRY","BT490BN",267349,423533
378161,NA,NA,NA,"372","SEACOAST ROAD",NA,NA,NA,"BALLYSCULLION","LIMAVADY","LONDONDERRY","BT490LA",267175,432617
378171,NA,NA,NA,"10","EDENMORE PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RG",268421,422243
378224,NA,NA,NA,"12","DOWLAND ROAD",NA,NA,"FRUITHILL","KILLANE","LIMAVADY","LONDONDERRY","BT490HP",268085,423883
378246,NA,NA,NA,"22","BALLYNARRIG ROAD",NA,NA,NA,"BALLYDARROG","LIMAVADY","LONDONDERRY","BT499LP",265409,419080
378382,NA,NA,NA,"10","GLENBANK WALK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RJ",267824,422048
378396,"A W RIDLEY TV & VIDEO",NA,NA,"18","LINENHALL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",266969,423058
378417,NA,NA,NA,"34","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QE",268091,421566
378440,NA,NA,NA,"167A","IRISH GREEN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AR",267312,422398
378476,NA,NA,NA,"1A","LINENHALL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490HQ",267004,423036
379165,NA,NA,NA,"36","CROSSNADONNELL ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490BD",268836,422626
379220,NA,NA,NA,"92","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UQ",269147,422373
379230,NA,NA,NA,"21","DRUMMOND MANOR",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UP",269090,422297
379470,NA,NA,NA,"1","ROBERTSON CRESCENT",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UN",268519,422220
379973,NA,NA,NA,"15","LEIGHERY ROAD",NA,NA,NA,"LOWER BALLYLEIGHERY","LIMAVADY","LONDONDERRY","BT490JG",269701,432310
379980,NA,NA,NA,"369","SEACOAST ROAD",NA,NA,NA,"MARGYMONAGHAN","LIMAVADY","LONDONDERRY","BT490LD",267590,433428
379994,NA,NA,NA,"12","ANDERSON CRESCENT",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SY",268500,422094
380038,NA,NA,NA,"4","ASHBROOK PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490HB",267747,422532
380041,NA,NA,NA,"60","LILAC AVENUE",NA,NA,NA,"GORTNAMONEY","LIMAVADY","LONDONDERRY","BT490JU",268026,425044
380045,NA,NA,NA,"86","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RD",268242,422053
380073,NA,NA,NA,"19","DUNMORE PLACE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AN",267329,422653
380075,NA,NA,NA,"3","SCROGGY CLOSE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SU",267916,422053
380099,NA,NA,NA,"17","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",266976,423163
380193,NA,NA,NA,"167","MOUNT EDEN",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490TT",268581,421546
380194,NA,NA,NA,"45","JANES VALLEY",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490EH",268625,422296
381135,NA,NA,NA,"42","BEECH ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PR",271997,417301
381296,NA,NA,NA,"22A","SPALLAN ROAD",NA,NA,NA,"BROHARRIS","LIMAVADY","LONDONDERRY","BT499DT",263710,423429
381395,"D. BROWN & SON",NA,NA,"28A","CATHERINE STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DB",267073,422997
381787,NA,NA,NA,"17","GLENLEA PARK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT490RR",267784,421740
381884,NA,NA,NA,"9","BISHOPS ROAD",NA,NA,NA,"LISNAGRIB","LIMAVADY","LONDONDERRY","BT490JN",270108,426582
382003,NA,NA,NA,"18","BEECH ROAD",NA,NA,"LIMAVADY","GORTNAHEY BEG","DUNGIVEN","LONDONDERRY","BT474QB",266076,412113
382458,NA,NA,NA,"61","BARLEYHILL",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490FH",268309,421704
382568,NA,NA,NA,"12D","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY",NA,266963,423197
382705,NA,NA,"TAMLAGHARD PARISH CHURCH","92-94","DUNCRUN ROAD",NA,NA,NA,"DUNCRUN","LIMAVADY","LONDONDERRY","BT490JF",268708,432321
382708,NA,NA,NA,"5","DRUMAVALLY",NA,NA,NA,"DRUMAVALLY","LIMAVADY","LONDONDERRY","BT490LT",267244,432871
382709,NA,NA,NA,"298","SEACOAST ROAD",NA,NA,NA,"DRUMNAHAY","LIMAVADY","LONDONDERRY","BT490JY",266717,431235
382715,NA,NA,NA,"391","SEACOAST ROAD",NA,NA,NA,"CLOONEY","LIMAVADY","LONDONDERRY","BT490LW",268037,433898
382718,NA,NA,NA,"554","SEACOAST ROAD",NA,NA,NA,"BALLYMACLARY","LIMAVADY","LONDONDERRY","BT490LL",269573,434769
382825,"MYROE ORANGE HALL",NA,NA,"114","CARROWCLARE ROAD",NA,NA,NA,"CARROWCLARE","LIMAVADY","LONDONDERRY","BT499EB",263730,427300
382853,NA,NA,NA,"154","SEACOAST ROAD",NA,NA,NA,"CRINDLE","LIMAVADY","LONDONDERRY","BT499EG",266169,427431
382892,NA,NA,NA,"115","BOLEA ROAD",NA,NA,NA,"BOLEA","LIMAVADY","LONDONDERRY","BT490QU",272446,426347
383076,NA,NA,NA,"56","KILLANE ROAD",NA,NA,NA,"KILLANE","LIMAVADY","LONDONDERRY","BT490DL",267930,423806
383077,NA,NA,NA,"60","CONNELL STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EA",267323,423108
383081,NA,NA,NA,"32","ROE MILL ROAD",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BB",266948,422748
383082,NA,NA,NA,"10","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EU",266953,423191
383084,NA,NA,NA,"41","BENBRADAGH AVENUE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AP",267359,422443
383085,NA,NA,NA,"2","SCROGGY PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DE",267696,423149
383086,NA,NA,NA,"10","GLENMORE GARDENS",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RT",267701,422081
383087,NA,NA,NA,"25","ROEVIEW PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BQ",267044,422301
383088,NA,NA,NA,"7","BALLYMORE AVENUE",NA,NA,NA,"BALLYMORE","LIMAVADY","LONDONDERRY","BT499LG",267004,419525
383089,NA,NA,NA,"125","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SW",268297,423076
383091,NA,NA,NA,"17","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QF",268077,421505
383092,NA,NA,NA,"12","TAYLOR PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NT",268089,422146
383093,NA,NA,NA,"10","SCRIGGAN ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DH",268022,423656
383094,NA,NA,NA,"5","WHITEHILL PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490QF",268027,421559
383095,NA,NA,NA,"12","TYLER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DR",267984,423596
383096,NA,NA,NA,"42","EDENMORE PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RG",268365,422230
383099,NA,NA,NA,"6","RATHBEG DRIVE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490BB",267597,422560
383100,NA,NA,NA,"69","GREYSTONE PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EQ",267616,422481
383102,"D. BROWN & SON",NA,NA,"28B","CATHERINE STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499DB",267073,422997
383103,NA,NA,NA,"200","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SR",268117,423108
383104,NA,NA,NA,"32","THORNDALE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490ST",268154,421977
383111,NA,NA,NA,"11","ROEVIEW PARK",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499BQ",267078,422290
383114,NA,NA,NA,"36","ANDERSON PARK",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490RH",268209,422367
383115,NA,NA,NA,"43","BELLS HILL",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DQ",268211,423172
383116,NA,NA,NA,"49","ROE MILL GARDENS",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AT",267256,422214
383118,NA,NA,NA,"13","DROMORE AVENUE",NA,NA,NA,"DROMORE","LIMAVADY","LONDONDERRY","BT499LX",265212,420134
383122,NA,NA,NA,"14","FARLOW ROAD",NA,NA,NA,"RASCAHAN","LIMAVADY","LONDONDERRY","BT499DR",265422,423326
383123,NA,NA,NA,"1","ASHBURN COURT",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490UE",267839,422562
383124,NA,NA,NA,"158","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SL",268280,422080
383125,NA,NA,NA,"132","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SR",268282,422991
383127,NA,NA,NA,"15","ENAGH PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SA",267869,421862
383129,NA,NA,NA,"133","BALLYAVELIN ROAD",NA,NA,NA,"BALLYCRUM","LIMAVADY","LONDONDERRY","BT490QB",273448,422070
383131,NA,NA,NA,"50","BOLEA ROAD",NA,NA,NA,"DERRY MORE","LIMAVADY","LONDONDERRY","BT490QT",270278,424746
383132,NA,NA,NA,"15","GLENMORE GARDENS",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RT",267750,422003
383134,NA,NA,NA,"17","ROSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490BF",268748,421689
383135,NA,NA,NA,"174","DRUMACHOSE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490SJ",268269,422217
383136,NA,NA,NA,"5","TYLER ROAD",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490DW",267926,423591
383139,NA,NA,NA,"48","MOUNT EDEN",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RP",268630,421744
383140,NA,NA,NA,"14","FULTON PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490DY",268725,421801
383141,NA,NA,NA,"14","THORNDALE",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490ST",268059,421966
383142,NA,NA,NA,"70","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490RD",268167,422083
383143,NA,NA,NA,"186","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SR",268167,423087
383144,NA,NA,NA,"104","SHANREAGH PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SG",268172,422606
383146,NA,NA,NA,"6","ROSE PARK",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT490BF",268873,421607
383147,NA,NA,NA,"46","MEADOWVALE PARK",NA,NA,NA,"ENAGH","LIMAVADY","LONDONDERRY","BT490NU",268043,422080
383148,NA,NA,NA,"122","CASTLE PARK",NA,NA,NA,"RATHBRADY MORE","LIMAVADY","LONDONDERRY","BT490SB",268411,422944
383152,NA,NA,NA,"22","DRUMCEATT PARK",NA,NA,NA,"COOLESSAN","LIMAVADY","LONDONDERRY","BT499HE",267240,421854
383154,NA,NA,NA,"29","BARANAILT ROAD",NA,NA,NA,"TAMLAGHT","LIMAVADY","LONDONDERRY","BT499HJ",266256,422097
383156,NA,NA,NA,"1","MELODY WAY",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490EN",268475,422406
383158,NA,NA,NA,"63","BALLYQUIN ROAD",NA,NA,NA,"CARRAN","LIMAVADY","LONDONDERRY","BT499EY",268053,421220
383161,NA,NA,NA,"10","ROSSEDEN DRIVE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",269011,422091
383166,"NORMAN MCALLISTER & SON",NA,NA,"15","DRUMSURN ROAD",NA,NA,NA,"DRUMMOND","LIMAVADY","LONDONDERRY","BT490PD",269049,422959
383194,NA,NA,NA,"126","EDENMORE ROAD",NA,NA,NA,"BALLYLEAGRY","LIMAVADY","LONDONDERRY","BT490NH",270737,419098
383195,NA,NA,NA,NA,"EDENMORE ROAD",NA,NA,NA,"BALLYLEAGRY","LIMAVADY","LONDONDERRY","BT490NH",270795,419472
383402,NA,NA,NA,"24","NEW LINE ROAD",NA,NA,NA,"MAGHERAMORE","LIMAVADY","LONDONDERRY","BT499NF",263983,417747
383428,NA,NA,NA,"53","EAST ROAD",NA,NA,NA,"CARRICK EAST","LIMAVADY","LONDONDERRY","BT490NW",270186,417502
383448,NA,NA,NA,"9","RUSHIE PARK","P핱RC NA LUACHRA",NA,NA,"DRUMSURN UPPER","LIMAVADY","LONDONDERRY","BT490LS",272080,417339
388846,NA,NA,NA,"41","BEECH ROAD",NA,NA,NA,"DRUMSURN LOWER","LIMAVADY","LONDONDERRY","BT490PR",271979,417309
389339,NA,NA,NA,"9","ROSSEDEN DRIVE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",269006,422193
389340,NA,NA,NA,"45","ROSSEDEN DRIVE",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490SZ",268929,422169
389414,NA,NA,NA,"321A","SEACOAST ROAD",NA,NA,NA,"BALLYMULTIMBER","LIMAVADY","LONDONDERRY","BT490LA",267325,431982
389447,NA,NA,NA,"10","TARTNAKILLY ROAD",NA,NA,NA,"TARTNAKILLY","LIMAVADY","LONDONDERRY","BT499NA",262970,419439
389465,NA,NA,NA,"34","TERRYDREMONT ROAD",NA,NA,NA,"TERRYDREMONT SOUTH","LIMAVADY","LONDONDERRY","BT490NL",270130,417959
389497,NA,NA,NA,"1","MILL PARK",NA,NA,NA,"CARRYDOO","LIMAVADY","LONDONDERRY","BT490QD",271390,425450
389588,NA,NA,NA,"9","PLANTATION VIEW",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UX",268816,422886
389714,NA,NA,NA,"33","BURNALLY ROAD",NA,NA,NA,"FARLOW","LIMAVADY","LONDONDERRY","BT499DP",265302,424332
389722,"NORTHERN IRELAND WATER LTD",NA,NA,"384A","SEACOAST ROAD",NA,NA,NA,"BALLYMULTIMBER","LIMAVADY","LONDONDERRY","BT490LA",266898,432413
389723,NA,NA,NA,"456","SEACOAST ROAD",NA,NA,NA,"LENAMORE","LIMAVADY","LONDONDERRY","BT490LD",267239,433239
389821,"NEW ABOUT TOWN",NA,NA,"17A","MARKET STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AB",267123,423125
389822,NA,NA,NA,"24B","MARKET STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490AA",267077,423145
389936,"TWEEDY ACHESON LTD",NA,NA,"59-61","MAIN STREET",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT490EP",267102,423256
389953,NA,NA,NA,"19","KENNAUGHT TERRACE",NA,NA,NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY","LONDONDERRY","BT499AS",267260,422508
390332,NA,NA,NA,"10","PLANTATION ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT499HX",268638,422936
390333,NA,NA,NA,"12","PLANTATION ROAD",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT499HX",268622,422927
390378,NA,NA,NA,"46","KNOCKANBAAN",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UL",268706,423015
390405,NA,NA,NA,"13","KNOCKANBAAN",NA,NA,NA,"BOVALLY","LIMAVADY","LONDONDERRY","BT490UL",268677,422847
